RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
21290,Larceny - All Other,201800016771,1500,CHESAPEAKE ST,CPD,2018/06/05 22:53:44+00,1853,"Holley, Barrett"
21291,Hit and Run,201800016768,900,E WATER ST,CPD,2018/06/05 22:39:00+00,1839,"Harvey, Bradley"
21292,Larceny - Theft from Building,201800016772,1800,"JEFFERSON PARK AVE, 304",CPD,2018/06/05 22:37:10+00,1837,"Freishtat, Jason"
21293,Assist Agency - Backup/Assist,201800016753,600,E MARKET ST,CPD,2018/06/05 20:25:33+00,1625,"Lucas, Todd"
21294,Fraud-impersonation,201800016750,1600,MONTICELLO RD,CPD,2018/06/05 20:01:51+00,1601,"Stein, Nathan"
21295,Drug Investigation,201800016748,1000,E MARKET ST,CPD,2018/06/05 19:20:13+00,1520,"Holley, Barrett"
21296,Assist Agency - Other,201800016746,600,E MARKET ST,CPD,2018/06/05 19:15:03+00,1515,"Jones, Mark"
21297,Hit and Run,201800016744,500,PARK ST,CPD,2018/06/05 19:08:13+00,1508,"Smith, Amanda"
21298,Suspicious Activity,201800016741,100,LIDE PL,CPD,2018/06/05 18:31:19+00,1431,"Newton, Arla"
21299,Lost/FoundProperty,201800016736,200,E MAIN ST,CPD,2018/06/05 17:35:14+00,1335,"Newton, Arla"
21300,Trespass,201800016734,1500,DAIRY RD,CPD,2018/06/05 17:34:46+00,1334,"Shiflett, Tammy"
21301,Larceny - From Motor Vehicle,201800016731,100,LANKFORD AVE,CPD,2018/06/05 16:25:05+00,1225,"Hall, Thomas"
21302,Misc - Non-Criminal Call,201800016729,1000,5TH ST SW,CPD,2018/06/05 15:59:32+00,1159,"Arndt, Brian"
21303,Larceny - All Other,201800016726,200,E MAIN ST,CPD,2018/06/05 15:52:17+00,1152,"Newton, Arla"
21304,Burglary,201800016725,200,W MARKET ST,CPD,2018/06/05 15:23:08+00,1123,"Stein, Nathan"
21305,Hit and Run,201800016722,1500,6TH ST SE,CPD,2018/06/05 15:16:06+00,1116,"Trammell, Ryan"
21306,Vandalism,201800016721,500,7 1/2 ST SW,CPD,2018/06/05 15:12:24+00,1112,"Johnston, Ernest"
21307,Assault Simple,201800016719,1600,CHERRY AVE,CPD,2018/06/05 15:01:00+00,1101,"Pendleton, Eric"
21308,Assist Citizen - Mental/TDO/ECO,201800016710,700,"PROSPECT AVE, E",CPD,2018/06/05 13:39:55+00,0939,"Hall, Thomas"
21309,Hit and Run,201800016702,400,W MAIN ST,CPD,2018/06/05 13:02:53+00,0902,"Newton, Arla"
21310,Missing Person-adult,201800016703,300,W MAIN ST,CPD,2018/06/05 13:01:52+00,0901,"Smith, Amanda"
21311,Lost/FoundProperty,201800016692,1200,WERTLAND ST,CPD,2018/06/05 10:48:21+00,0648,"Hall, Thomas"
21312,Driving Under the Influence,201800016680,1300,5TH ST,CPD,2018/06/05 05:53:01+00,0153,"Bise, Collin"
21313,Suspicious Activity,201800016679,900,NASSAU ST,CPD,2018/06/05 05:06:28+00,0106,"Freishtat, Jason"
21314,Driving Under the Influence,201800016676,500,RIDGE ST,CPD,2018/06/05 04:52:37+00,0052,"Maisano, Andrew"
21315,Accident w/Injuries,201800016659,,PRESTON AVE / MCINTIRE RD,CPD,2018/06/05 01:05:50+00,2105,"Jaeger, Jeffrey"
21316,Assault Simple,201800016653,1000,GROVE ST,CPD,2018/06/05 00:08:42+00,2008,"Thelen, Rebecca"
21317,Hit and Run,201800016658,1000,LONG ST,CPD,2018/06/04 23:44:25+00,1944,"Childers, Lynn"
21318,Robbery - Armed,201800016652,500,STEWART ST,CPD,2018/06/04 23:42:02+00,1942,"Holley, Barrett"
21319,Assault Intimidation,201800016649,400,RIDGE MCINTIRE RD,CPD,2018/06/04 23:31:05+00,1931,"Chan, William"
21320,Traffic Stops,201800016639,1100,ROSE HILL DR,CPD,2018/06/04 21:56:53+00,1756,"Martin, Thomas"
21321,Stolen Property Offenses,201800016630,,1ST ST N / E JEFFERSON ST,CPD,2018/06/04 20:40:29+00,1640,"Holley, Barrett"
21322,Assault Simple,201800016619,1600,EMMET ST N,CPD,2018/06/04 18:50:51+00,1450,"Burnett, James"
21323,Suspicious Activity,201800016618,900,"PAGE ST, B",CPD,2018/06/04 18:48:41+00,1448,"Newton, Arla"
21324,Warrant Service,201800016615,500,E WATER ST,CPD,2018/06/04 18:17:18+00,1417,"Duncan, Timothy"
21325,Lost/FoundProperty,201800016613,1100,HILLTOP RD,CPD,2018/06/04 18:09:54+00,1409,"Smith, Amanda"
21326,Assist Agency - Other,201800016609,600,E MARKET ST,CPD,2018/06/04 17:10:56+00,1310,"Jones, Mark"
21327,Lost/FoundProperty,201800016600,600,"PARK ST, 4",CPD,2018/06/04 15:33:17+00,1133,"Newton, Arla"
21328,Lost/FoundProperty,201800016597,1800,MONTICELLO RD,CPD,2018/06/04 15:17:42+00,1117,"Johnston, Ernest"
21329,Warrant Service,201800016595,500,E WATER ST,CPD,2018/06/04 15:00:34+00,1100,"Stein, Nathan"
21330,Lost/FoundProperty,201800016594,200,LANKFORD AVE,CPD,2018/06/04 14:53:11+00,1053,"Smith, Amanda"
21331,Vandalism,201800016589,,10TH ST NW / WERTLAND ST,CPD,2018/06/04 14:09:09+00,1009,"Fortune, Clifford"
21332,Larceny - All Other,201800016591,100,LEWIS ST,CPD,2018/06/04 14:09:08+00,1009,"Newton, Arla"
21333,Lost/FoundProperty,201800016587,200,2ND ST NE,CPD,2018/06/04 13:41:49+00,0941,"Newton, Arla"
21334,Hit and Run,201800016585,100,E MARKET ST,CPD,2018/06/04 13:36:04+00,0936,"Woodzell, Logan"
21335,Larceny - Purse Snatching,201800016579,700,E MAIN ST,CPD,2018/06/04 12:50:54+00,0850,"Newton, Arla"
21336,Assault Aggravated,201800016569,900,RIVER RD,CPD,2018/06/04 10:34:21+00,0634,"Bise, Collin"
21337,Traffic Stops,201800016567,800,MCINTIRE RD,CPD,2018/06/04 06:58:38+00,0258,"Maisano, Andrew"
21338,Assault Simple,201800016556,900,FOREST ST,CPD,2018/06/04 03:07:43+00,2307,"Sprouse, David"
21339,Assault Simple,201800016549,700,"PROSPECT AVE, E",CPD,2018/06/04 02:15:32+00,2215,"Quinlan, Richard"
21340,Lost/FoundProperty,201800016547,600,W MAIN ST,CPD,2018/06/04 01:53:17+00,2153,"Holley, Barrett"
21341,Accident - w/out Injuries,201800016529,1000,GROVE ST,CPD,2018/06/03 22:20:06+00,1820,"Pleasants, Bradley"
21342,Hit and Run,201800016519,,CHERRY AVE / SPRING ST,CPD,2018/06/03 20:12:46+00,1612,"Freishtat, Jason"
21343,Assault Aggravated,201800016512,100,"LANKFORD AVE, 8",CPD,2018/06/03 19:08:50+00,1508,"Holley, Barrett"
21344,Fraud-wire fraud,201800016508,400,ROBERTSON AVE,CPD,2018/06/03 16:31:47+00,1231,"Smith, Amanda"
21345,Larceny - All Other,201800016505,300,UNIVERSITY CIR,CPD,2018/06/03 15:26:06+00,1126,"Woodzell, Logan"
21346,Animal Complaint,201800016503,900,ROUGEMONT AVE,CPD,2018/06/03 14:23:38+00,1023,"Johnston, Ernest"
21347,Larceny - From Motor Vehicle,201800016500,600,E MARKET ST,CPD,2018/06/03 13:22:55+00,0922,"Fortune, Clifford"
21348,Driving Under the Influence,201800016486,100,"WELK PL, B",CPD,2018/06/03 06:49:34+00,0249,"Maisano, Andrew"
21349,Driving Under the Influence,201800016463,1600,CHERRY AVE,CPD,2018/06/03 03:42:55+00,2342,"Maisano, Andrew"
21350,Assault Simple,201800016457,200,MAIN ST,CPD,2018/06/03 02:41:42+00,2241,"Tennyson, James"
21351,Suspicious Activity,201800016454,100,LANKFORD AVE,CPD,2018/06/03 01:54:41+00,2154,"Quinlan, Richard"
21352,Disorderly Conduct,201800016443,200,W MAIN ST,CPD,2018/06/02 23:44:00+00,1944,"Freishtat, Jason"
21353,Lost/FoundProperty,201800016434,100,14TH ST NW,CPD,2018/06/02 22:48:36+00,1848,"Raines, Christopher"
21354,Assault Simple,201800016420,100,5TH ST SE,CPD,2018/06/02 21:23:30+00,1723,"Stein, Nathan"
21355,Hit and Run,201800016411,700,1ST ST S,CPD,2018/06/02 18:46:56+00,1446,"Smith, Amanda"
21356,Disturbance - Non Domestic,201800016408,700,PROSPECT AVE,CPD,2018/06/02 18:10:37+00,1410,"Cundiff, Ross"
21357,Larceny - Pocket Picking,201800016403,1900,"EMMET ST, 710",CPD,2018/06/02 15:33:39+00,1133,"Hall, Thomas"
21358,Lost/FoundProperty,201800016395,,ELLIOTT AVE / 2ND ST SE,CPD,2018/06/02 13:50:34+00,0950,"Curtis, David"
21359,Larceny - Theft from Building,201800016393,1500,"CHERRY AVE, B",CPD,2018/06/02 11:03:35+00,0703,"Cundiff, Ross"
21360,Vandalism,201800016392,700,PROSPECT AVE,CPD,2018/06/02 10:28:33+00,0628,"Bowers, Justin"
21361,Drunkeness DIP,201800016389,100,W MAIN ST,CPD,2018/06/02 07:34:45+00,0334,"Stein, Nathan"
21362,Traffic Stops,201800016385,400,EMMET ST S,CPD,2018/06/02 06:07:16+00,0207,"Stein, Nathan"
21363,Burglary,201800016382,1000,"GROVE ST, H",CPD,2018/06/02 05:11:22+00,0111,"Adams, Jonathan"
21364,Harassment,201800016370,1400,OXFORD RD,CPD,2018/06/02 04:11:18+00,0011,"Adams, Jonathan"
21365,Vandalism,201800016368,400,MONTICELLO AVE,CPD,2018/06/02 03:59:20+00,2359,"Lee, Chandler"
21366,Hit and Run,201800016365,400,4TH ST NW,CPD,2018/06/02 03:34:47+00,2334,"Thelen, Rebecca"
21367,Hit and Run,201800016360,200,"MAIN ST, 1",CPD,2018/06/02 03:14:04+00,2314,"Thelen, Rebecca"
21368,Drunkeness DIP,201800016355,1400,UNIVERSITY AVE,CPD,2018/06/02 02:52:03+00,2252,"Maisano, Andrew"
21369,Suspicious Activity,201800016353,2300,ANGUS RD,CPD,2018/06/02 02:43:38+00,2243,"Adams, Jonathan"
21370,Lost/FoundProperty,201800016333,600,MARKET ST,CPD,2018/06/02 00:05:51+00,2005,"Thelen, Rebecca"
21371,Narcotics,201800016329,800,CHERRY AVE,CPD,2018/06/01 23:32:51+00,1932,"Quinlan, Richard"
21372,Assist Citizen - Mental/TDO/ECO,201800016325,1200,LONG ST,CPD,2018/06/01 22:48:19+00,1848,"Stein, Nathan"
21373,Assault Simple,201800016323,100,E MARKET ST,CPD,2018/06/01 22:41:43+00,1841,"Thelen, Rebecca"
21374,Misc - Criminal Call,201800016317,300,E HIGH ST,CPD,2018/06/01 22:01:09+00,1801,"Pleasants, Bradley"
21375,Accident w/Injuries,201800016307,600,PRESTON AVE,CPD,2018/06/01 20:11:08+00,1611,"Loya, Thomas"
21376,Burglary,201800016298,1500,"CHERRY AVE, A",CPD,2018/06/01 18:24:06+00,1424,"Smith, Amanda"
21377,Fraud-wire fraud,201800016293,200,GARRETT ST,CPD,2018/06/01 17:49:23+00,1349,"Arndt, Brian"
21378,Assist Agency - Backup/Assist,201800016290,600,E MARKET ST,CPD,2018/06/01 17:35:23+00,1335,"Lucas, Todd"
21379,Suspicious Activity,201800016291,400,ORANGE ST,CPD,2018/06/01 17:06:28+00,1306,"Smith, Amanda"
21380,Lost/FoundProperty,201800016280,2000,MORTON DR,CPD,2018/06/01 16:26:37+00,1226,"Hall, Thomas"
21381,Pornography,201800016273,1600,CHERRY AVE,CPD,2018/06/01 14:46:19+00,1046,"Cole, Richard"
21382,Child Ab - Contr to Delinquency,201800016272,1400,HAMPTON ST,CPD,2018/06/01 14:45:35+00,1045,"Cole, Richard"
21383,Lost/FoundProperty,201800016265,100,W MAIN ST,CPD,2018/06/01 13:50:45+00,0950,"Arndt, Brian"
21384,Assault Simple,201800016264,1600,"MERIDIAN ST, 3B",CPD,2018/06/01 13:49:03+00,0949,"Trammell, Ryan"
21385,Larceny - All Other,201800016257,1400,KENWOOD LN,CPD,2018/06/01 12:10:22+00,0810,"Cundiff, Ross"
21386,Assault Intimidation,201800016250,1000,GRADY AVE,CPD,2018/06/01 07:27:42+00,0327,"Bowers, Justin"
21387,Trespass,201800016240,200,E HIGH ST,CPD,2018/06/01 04:18:52+00,0018,"Wagner, Christopher "
21388,Drug/Narcotics Violation,201800016232,1200,LEE ST,CPD,2018/06/01 02:37:26+00,2237,"Waddy, Tremayne"
21389,Assist Citizen - Mental/TDO/ECO,201800016229,1100,5TH ST SW,CPD,2018/06/01 01:55:16+00,2155,"Raines, Christopher"
21390,Hit and Run,201800016221,600,MCINTIRE RD,CPD,2018/06/01 00:49:45+00,2049,"Lee, Chandler"
21391,Phone Calls - Threat or Obscene,201800016219,300,MAIN ST,CPD,2018/06/01 00:15:24+00,2015,"Pittman, Terry"
21392,Larceny - All Other,201800016213,700,"ROCKLAND AVE, B",CPD,2018/05/31 22:38:02+00,1838,"Maney, Edward"
21393,Burglary,201800016210,1000,"GROVE ST, E",CPD,2018/05/31 21:57:19+00,1757,"Quinlan, Richard"
21394,Assist Citizen - Mental/TDO/ECO,201800016183,200,"FAIRWAY AVE, B",CPD,2018/05/31 17:57:48+00,1357,"Veney, Kahwan"
21395,Accident w/Injuries,201800016174,,7TH ST SW / W MAIN ST,CPD,2018/05/31 17:04:20+00,1304,"Loya, Thomas"
21396,Assist Citizen - Mental/TDO/ECO,201800016169,700,RIDGE ST,CPD,2018/05/31 16:23:56+00,1223,"Henry, Michael"
21397,Suspicious Activity,201800016168,1600,CHERRY AVE,CPD,2018/05/31 16:19:15+00,1219,"Bowlin, Jacob"
21398,Larceny - All Other,201800016166,2000,IVY RD,CPD,2018/05/31 16:07:21+00,1207,"Cundiff, Ross"
21399,Suspicious Activity,201800016154,600,E MARKET ST,CPD,2018/05/31 14:21:11+00,1021,"Arndt, Brian"
21400,Driving Under the Influence,201800016135,1200,EMMET ST N,CPD,2018/05/31 04:28:37+00,0028,"Sprouse, David"
21401,Accident Property Damage,201800016124,2000,HOLIDAY DR,CPD,2018/05/31 01:52:45+00,2152,"Stein, Nathan"
21402,Hit and Run,201800016119,1100,EMMET ST N,CPD,2018/05/31 00:35:31+00,2035,"Stein, Nathan"
21403,Lost/FoundProperty,201800016115,1400,MONTICELLO RD,CPD,2018/05/30 23:42:19+00,1942,"Maney, Edward"
21404,Accident w/Injuries,201800016112,300,250 BYPASS,CPD,2018/05/30 22:59:22+00,1859,"Stein, Nathan"
21405,Larceny - All Other,201800016091,300,14TH ST NW,CPD,2018/05/30 20:05:04+00,1605,"Waddy, Tremayne"
21406,Burglary,201800016089,1200,"WERTLAND ST, B14",CPD,2018/05/30 20:03:00+00,1603,"Loya, Thomas"
21407,Assist Agency - Other,201800016077,600,E MARKET ST,CPD,2018/05/30 17:47:34+00,1347,"Jones, Mark"
21408,Assault Simple,201800016075,1300,CARLTON AVE,CPD,2018/05/30 17:34:20+00,1334,"Hickey, Declan"
21409,Fraud-wire fraud,201800016076,2500,WOODLAND DR,CPD,2018/05/30 17:33:17+00,1333,"Zhang, Kai"
21410,Larceny - Shoplifitng,201800016078,1800,MONTICELLO RD,CPD,2018/05/30 17:29:51+00,1329,"Trammell, Ryan"
21411,Larceny - Theft from Building,201800016072,700,"RIDGE ST, B",CPD,2018/05/30 16:55:40+00,1255,"Trammell, Ryan"
21412,Comm Relations Initiative - CRI,201800016058,500,2ND ST SE,CPD,2018/05/30 15:06:31+00,1106,"Thomas, Eric"
21413,Larceny - From Motor Vehicle,201800016057,2300,"PRICE AVE, B",CPD,2018/05/30 14:57:30+00,1057,"Arndt, Brian"
21414,Vandalism,201800016055,300,"7 1/2 ST SW, 6",CPD,2018/05/30 13:51:09+00,0951,"Arndt, Brian"
21415,Larceny - From Motor Vehicle,201800016050,1000,GROVE ST,CPD,2018/05/30 13:32:00+00,0932,"Bowlin, Jacob"
21416,Assist Citizen - Mental/TDO/ECO,201800016038,1400,SUNRISE PARK LN,CPD,2018/05/30 08:01:15+00,0401,"Bise, Collin"
21417,Runaway,201800016028,2200,ANGUS RD,CPD,2018/05/30 04:56:18+00,0056,"Freivald, Jon"
21418,Death Investigation - DOA,201800016011,300,250 BYPASS,CPD,2018/05/30 01:48:50+00,2148,"Waddy, Tremayne"
21419,Vandalism,201800016012,,MONTICELLO AVE / 6TH ST SE,CPD,2018/05/30 01:47:21+00,2147,"Thelen, Rebecca"
21420,Assault Simple,201800016009,900,"1ST ST S, B",CPD,2018/05/30 01:40:46+00,2140,"Maney, Edward"
21421,Assist Citizen - Mental/TDO/ECO,201800015983,700,"PROSPECT AVE, D",CPD,2018/05/29 22:10:24+00,1810,"Houchens, Logan"
21422,Vandalism,201800015974,300,7 1/2 ST SW,CPD,2018/05/29 21:33:08+00,1733,"Waddy, Tremayne"
21423,Larceny - All Other,201800015971,1100,5TH ST SW,CPD,2018/05/29 20:54:37+00,1654,"Houchens, Logan"
21424,Fraud-impersonation,201800015965,800,RIDGE ST,CPD,2018/05/29 20:15:23+00,1615,"Maney, Edward"
21425,Disorderly Conduct,201800015963,1500,"GRADY AVE, 17",CPD,2018/05/29 20:12:06+00,1612,"Waddy, Tremayne"
21426,Hit and Run,201800015964,800,ESTES ST,CPD,2018/05/29 20:11:46+00,1611,"Holley, Barrett"
21427,Hit and Run,201800015962,300,MONTEBELLO CIR,CPD,2018/05/29 20:08:32+00,1608,"Waddy, Tremayne"
21428,Larceny - Theft from Building,201800015957,500,CAROLINE AVE,CPD,2018/05/29 19:52:25+00,1552,"Stayments, Ronald "
21429,Suspicious Activity,201800015956,1500,DAIRY RD,CPD,2018/05/29 19:52:25+00,1552,"Shiflett, Tammy"
21430,Larceny - All Other,201800015950,200,"14TH ST NW, 606",CPD,2018/05/29 19:18:47+00,1518,"Waddy, Tremayne"
21431,Larceny - Shoplifitng,201800015946,2100,IVY RD,CPD,2018/05/29 19:04:48+00,1504,"Burnett, James"
21432,Burglary,201800015940,800,BLENHEIM AVE,CPD,2018/05/29 18:24:14+00,1424,"Ketchum, Eric"
21433,Hit and Run,201800015932,900,5TH ST,CPD,2018/05/29 16:29:58+00,1229,"Henry, Michael"
21434,Assault Simple,201800015924,100,W MARKET ST,CPD,2018/05/29 15:13:14+00,1113,"Loya, Thomas"
21435,Vandalism,201800015919,1000,HOLMES AVE,CPD,2018/05/29 14:07:25+00,1007,"Arndt, Brian"
21436,Robbery - Armed,201800015912,1700,"JEFFERSON PARK AVE, 5",CPD,2018/05/29 13:40:04+00,0940,"Burnett, James"
21437,Death Investigation - DOA,201800015911,700,"E HIGH ST, 101",CPD,2018/05/29 13:32:08+00,0932,"Curtis, David"
21438,Larceny - Theft from Building,201800015907,1100,BLENHEIM AVE,CPD,2018/05/29 13:11:37+00,0911,"Zhang, Kai"
21439,Larceny - All Other,201800015906,,BENNETT ST / LOCHLYN HILL DR,CPD,2018/05/29 12:19:47+00,0819,"Smith, Amanda"
21440,Lost/FoundProperty,201800015903,300,PRESTON AVE,CPD,2018/05/29 12:12:50+00,0812,"Zhang, Kai"
21441,Driving Under the Influence,201800015884,,7 1/2 ST SW,CPD,2018/05/29 04:40:00+00,0040,"Maisano, Andrew"
21442,Trespass,201800015866,200,E HIGH ST,CPD,2018/05/29 01:39:39+00,2139,"Wagner, Christopher "
21443,Death Investigation - DOA,201800015854,100,2ND ST SE,CPD,2018/05/28 21:59:50+00,1759,"Holley, Barrett"
21444,Lost/FoundProperty,201800015843,600,PRESTON AVE,CPD,2018/05/28 19:03:29+00,1503,"Holley, Barrett"
21445,Hit and Run,201800015835,900,EMMET ST N,CPD,2018/05/28 18:25:31+00,1425,"Belinski, Thomas"
21446,Larceny - All Other,201800015833,900,EMMET ST N,CPD,2018/05/28 17:56:58+00,1356,"Belinski, Thomas"
21447,Suspicious Activity,201800015832,100,E MARKET ST,CPD,2018/05/28 17:54:39+00,1354,"Woodzell, Logan"
21448,Assault Simple,201800015828,200,W MAIN ST,CPD,2018/05/28 17:17:31+00,1317,"Johnston, Ernest"
21449,Assault Intimidation,201800015827,700,"PROSPECT AVE, G",CPD,2018/05/28 16:48:49+00,1248,"Curtis, David"
21450,Hit and Run,201800015825,1500,UNIVERSITY AVE,CPD,2018/05/28 16:33:55+00,1233,"Burnett, James"
21451,Assist Citizen - Mental/TDO/ECO,201800015813,400,E MARKET ST,CPD,2018/05/28 13:42:25+00,0942,"Smith, Amanda"
21452,Burglary,201800015815,100,DANBURY CT,CPD,2018/05/28 13:07:13+00,0907,"Ketchum, Eric"
21453,Larceny - Theft from Building,201800015810,1300,MIDLAND ST,CPD,2018/05/28 12:37:47+00,0837,"Johnston, Ernest"
21454,Vandalism,201800015801,200,E MAIN ST,CPD,2018/05/28 06:24:38+00,0224,"Bise, Collin"
21455,Lost/FoundProperty,201800015780,200,W MAIN ST,CPD,2018/05/28 03:01:23+00,2301,"Chan, William"
21456,Drug Investigation,201800015777,1800,BARRACKS RD,CPD,2018/05/28 01:52:15+00,2152,"Freishtat, Jason"
21457,Suspicious Activity,201800015773,2200,BANBURY ST,CPD,2018/05/28 01:20:04+00,2120,"Stayments, Ronald "
21458,Driving Under the Influence,201800015769,,2ND ST NE / E JEFFERSON ST,CPD,2018/05/28 00:56:19+00,2056,"Holley, Barrett"
21459,Larceny - All Other,201800015766,700,"RIDGE ST, B",CPD,2018/05/27 22:37:56+00,1837,"Pittman, Terry"
21460,Domestic Disturbance,201800015754,1700,CHERRY AVE,CPD,2018/05/27 20:03:21+00,1603,"Houchens, Logan"
21461,Unauthorized Use of Motor Veh,201800015749,900,ANDERSON ST,CPD,2018/05/27 19:40:59+00,1540,"Holley, Barrett"
21462,Larceny - Shoplifitng,201800015730,1500,UNIVERSITY AVE,CPD,2018/05/27 14:00:45+00,1000,"Belinski, Thomas"
21463,Hit and Run,201800015729,400,MOSELEY DR,CPD,2018/05/27 13:42:58+00,0942,"McNerney, Todd"
21464,Drug/Narcotics Violation,201800015728,900,LOCUST LN,CPD,2018/05/27 13:10:50+00,0910,"Thomas, Eric"
21465,Hit and Run,201800015720,500,10 1/2 ST NW,CPD,2018/05/27 10:46:49+00,0646,"Byrd, Timothy"
21466,Driving Under the Influence,201800015710,1100,RICHMOND RD,CPD,2018/05/27 06:42:29+00,0242,"Fink, James"
21467,Driving Under the Influence,201800015705,100,MAURY AVE,CPD,2018/05/27 05:27:34+00,0127,"Quinlan, Richard"
21468,Larceny - From Motor Vehicle,201800015701,1400,EMMET ST,CPD,2018/05/27 04:59:32+00,0059,"Bise, Collin"
21469,Assisted on Prev Reported,201800015691,200,WATER ST,CPD,2018/05/27 03:34:35+00,2334,"Thelen, Rebecca"
21470,Assault Simple,201800015687,100,"LONGWOOD DR, A",CPD,2018/05/27 03:09:35+00,2309,"Gower, Charles"
21471,Larceny - From Motor Vehicle,201800015664,1400,MONTICELLO RD,CPD,2018/05/26 23:19:24+00,1919,"Maney, Edward"
21472,Lost/FoundProperty,201800015654,200,MAIN ST,CPD,2018/05/26 22:18:34+00,1818,"Thelen, Rebecca"
21473,Fraud-impersonation,201800015649,900,"RIVES ST, A",CPD,2018/05/26 21:15:11+00,1715,"Maney, Edward"
21474,Larceny - Theft from Building,201800015641,500,GROVE AVE,CPD,2018/05/26 18:25:00+00,1425,"Smith, Amanda"
21475,Animal - Bite,201800015636,,ALMERE AVE / ELLIOTT AVE,CPD,2018/05/26 16:48:05+00,1248,"Curtis, David"
21476,Larceny - From Motor Vehicle,201800015633,2400,"ARLINGTON BLVD, C5",CPD,2018/05/26 15:14:49+00,1114,"Belinski, Thomas"
21477,Assault Simple,201800015606,1500,UNIVERSITY AVE,CPD,2018/05/26 06:11:58+00,0211,"Jaeger, Jeffrey"
21478,Disorderly Conduct,201800015605,100,ELLIEWOOD AVE,CPD,2018/05/26 06:02:49+00,0202,"Jaeger, Jeffrey"
21479,Larceny - Shoplifitng,201800015603,1100,EMMET ST,CPD,2018/05/26 05:25:17+00,0125,"Burchardt, Rudy"
21480,Larceny - Shoplifitng,201800015600,1100,EMMET ST,CPD,2018/05/26 05:14:16+00,0114,"Burchardt, Rudy"
21481,Driving Under the Influence,201800015587,400,LOCUST AVE,CPD,2018/05/26 03:59:01+00,2359,"Jones, Dwayne"
21482,Assault Simple,201800015540,1500,DAIRY RD,CPD,2018/05/25 21:58:52+00,1758,"Raines, Christopher"
21483,Domestic Disturbance,201800015523,1300,"CARLTON AVE, 404",CPD,2018/05/25 20:16:08+00,1616,"Jones, Larry"
21484,Accident w/Injuries,201800015520,,ELLIOTT AVE / 1ST ST S,CPD,2018/05/25 19:56:46+00,1556,"Loya, Thomas"
21485,Larceny - All Other,201800015527,2200,GREENBRIER DR,CPD,2018/05/25 19:48:04+00,1548,"Cundiff, Ross"
21486,Fraud-false pretense,201800015516,400,"MONROE LN, 101",CPD,2018/05/25 19:03:00+00,1503,"Newton, Arla"
21487,Suspicious Activity,201800015508,100,BIRDWOOD CT,CPD,2018/05/25 17:57:38+00,1357,"Newton, Arla"
21488,Assist Citizen - Mental/TDO/ECO,201800015507,1200,"CEDARS CT, 307",CPD,2018/05/25 17:47:49+00,1347,"McNerney, Todd"
21489,Hit and Run,201800015506,200,WATER ST,CPD,2018/05/25 17:20:21+00,1320,"Hall, Thomas"
21490,Assault Simple,201800015501,500,"S 1ST ST, 202",CPD,2018/05/25 16:16:48+00,1216,"Trammell, Ryan"
21491,Vandalism,201800015499,100,HARRIS RD,CPD,2018/05/25 15:50:27+00,1150,"Henry, Michael"
21492,Assist Citizen - Mental/TDO/ECO,201800015492,1300,CARLTON AVE,CPD,2018/05/25 14:31:33+00,1031,"Hall, Thomas"
21493,Trespass,201800015490,100,MAURY AVE,CPD,2018/05/25 14:20:54+00,1020,"Wade, Gregory"
21494,Larceny - All Other,201800015481,300,"PRESTON AVE, 304",CPD,2018/05/25 12:44:15+00,0844,"Newton, Arla"
21495,Vandalism,201800015478,1000,HOLMES AVE,CPD,2018/05/25 10:45:47+00,0645,"Bowers, Justin"
21496,Hit and Run,201800015476,700,PRESTON AVE,CPD,2018/05/25 10:03:37+00,0603,"Blackwell, Kyle"
21497,Drug/Narcotics Violation,201800015445,400,ROBINSON PL,CPD,2018/05/24 23:37:29+00,1937,"Stein, Nathan"
21498,Hit and Run,201800015430,2200,GREENBRIER DR,CPD,2018/05/24 20:49:42+00,1649,"Lee, Chandler"
21499,Vandalism,201800015426,2100,"ANGUS RD, 9",CPD,2018/05/24 19:55:34+00,1555,"Lee, Chandler"
21500,Fraud-credit card,201800015417,1900,EMMET ST N,CPD,2018/05/24 18:53:31+00,1453,"Stein, Nathan"
21501,Accident w/Injuries,201800015391,1400,UNIVERSITY AVE,CPD,2018/05/24 16:20:12+00,1220,"McNerney, Todd"
21502,Sex Offense,201800015381,500,"CLEVELAND AVE, A",CPD,2018/05/24 14:53:33+00,1053,"Hamill, Annmarie"
21503,Fraud-impersonation,201800015373,600,ST CHARLES AVE,CPD,2018/05/24 12:55:13+00,0855,"Newton, Arla"
21504,Shots Fired/Illegal Hunting,201800015365,400,7TH ST SW,CPD,2018/05/24 09:22:50+00,0522,"Gower, Charles"
21505,Assault Aggravated,201800015364,100,W MAIN ST,CPD,2018/05/24 07:21:07+00,0321,"Freivald, Jon"
21506,Sex Offense - Forcible Rape,201800015357,500,"CLEVELAND AVE, A",CPD,2018/05/24 05:49:30+00,0149,"Blank, Alexander"
21507,Robbery - Strong Arm,201800015354,900,"E HIGH ST, 1",CPD,2018/05/24 04:24:47+00,0024,"Bowers, Justin"
21508,Assault Aggravated,201800015352,400,4TH ST NW,CPD,2018/05/24 04:17:39+00,0017,"Freivald, Jon"
21509,Drug/Narcotics Violation,201800015343,500,250 BYPASS,CPD,2018/05/24 03:08:51+00,2308,"Bowers, Justin"
